"clistingid","csku","istorageid","ccreateuser","dcreatedate"
"982c9ec8-d8c9-1004-8a97-438cca05a146","H342B","2",null,"2015-02-07 19:49:59.396"
"982d6218-d8c9-1004-8a97-438cca05a146","H286","1",null,"2015-02-07 19:49:59.905"
"982d6218-d8c9-1004-8a97-438cca05a146","H286","2",null,"2015-02-07 19:49:59.905"
"982e9a98-d8c9-1004-8a97-438cca05a146","H280","1",null,"2015-02-07 19:50:00.656"
"982e9a98-d8c9-1004-8a97-438cca05a146","H280","2",null,"2015-02-07 19:50:00.656"
"982f84f8-d8c9-1004-8a97-438cca05a146","H279","1",null,"2015-02-07 19:50:01.265"
"982f84f8-d8c9-1004-8a97-438cca05a146","H279","2",null,"2015-02-07 19:50:01.265"
"983132a8-d8c9-1004-8a97-438cca05a146","H137","1",null,"2015-02-07 19:50:02.367"
"983132a8-d8c9-1004-8a97-438cca05a146","H137","2",null,"2015-02-07 19:50:02.367"
"98321d08-d8c9-1004-8a97-438cca05a146","THMR18","1",null,"2015-02-07 19:50:02.963"
"98321d08-d8c9-1004-8a97-438cca05a146","THMR18","2",null,"2015-02-07 19:50:02.963"
"98352a48-d8c9-1004-8a97-438cca05a146","THMR16","1",null,"2015-02-07 19:50:04.955"
"98352a48-d8c9-1004-8a97-438cca05a146","THMR16","2",null,"2015-02-07 19:50:04.955"
"983662c8-d8c9-1004-8a97-438cca05a146","THMR15","1",null,"2015-02-07 19:50:05.721"
"983662c8-d8c9-1004-8a97-438cca05a146","THMR15","2",null,"2015-02-07 19:50:05.721"
"9837267c-d8c9-1004-8a97-438cca05a146","THMR11","1",null,"2015-02-07 19:50:06.245"
"9837267c-d8c9-1004-8a97-438cca05a146","THMR11","2",null,"2015-02-07 19:50:06.245"
"9837e9cc-d8c9-1004-8a97-438cca05a146","THMR10","1",null,"2015-02-07 19:50:06.769"
"9837e9cc-d8c9-1004-8a97-438cca05a146","THMR10","2",null,"2015-02-07 19:50:06.769"
"9838d42c-d8c9-1004-8a97-438cca05a146","THMR09","1",null,"2015-02-07 19:50:07.395"
"9838d42c-d8c9-1004-8a97-438cca05a146","THMR09","2",null,"2015-02-07 19:50:07.395"
"9839977c-d8c9-1004-8a97-438cca05a146","THMR07","1",null,"2015-02-07 19:50:07.9"
"9839977c-d8c9-1004-8a97-438cca05a146","THMR07","2",null,"2015-02-07 19:50:07.9"
"983a5acc-d8c9-1004-8a97-438cca05a146","THMR05","1",null,"2015-02-07 19:50:08.393"
"983a5acc-d8c9-1004-8a97-438cca05a146","THMR05","2",null,"2015-02-07 19:50:08.394"
"983b1e1c-d8c9-1004-8a97-438cca05a146","H1322","1",null,"2015-02-07 19:50:08.866"
"983b1e1c-d8c9-1004-8a97-438cca05a146","H1322","2",null,"2015-02-07 19:50:08.866"
"983be16c-d8c9-1004-8a97-438cca05a146","H1166","1",null,"2015-02-07 19:50:09.377"
"983be16c-d8c9-1004-8a97-438cca05a146","H1166","2",null,"2015-02-07 19:50:09.377"
"983cf2dc-d8c9-1004-8a97-438cca05a146","H1165","1",null,"2015-02-07 19:50:10.049"
"983cf2dc-d8c9-1004-8a97-438cca05a146","H1165","2",null,"2015-02-07 19:50:10.049"
"983e2b5c-d8c9-1004-8a97-438cca05a146","H1164","1",null,"2015-02-07 19:50:10.853"
"983e2b5c-d8c9-1004-8a97-438cca05a146","H1164","2",null,"2015-02-07 19:50:10.853"
"983f15bc-d8c9-1004-8a97-438cca05a146","H1163","1",null,"2015-02-07 19:50:11.509"
"983f15bc-d8c9-1004-8a97-438cca05a146","H1163","2",null,"2015-02-07 19:50:11.509"
"983fd90c-d8c9-1004-8a97-438cca05a146","H397A","1",null,"2015-02-07 19:50:11.996"
"983fd90c-d8c9-1004-8a97-438cca05a146","H397A","2",null,"2015-02-07 19:50:11.996"
"9840ea7c-d8c9-1004-8a97-438cca05a146","H290B","1",null,"2015-02-07 19:50:12.616"
"9840ea7c-d8c9-1004-8a97-438cca05a146","H290B","2",null,"2015-02-07 19:50:12.616"
"984186bc-d8c9-1004-8a97-438cca05a146","H1473","1",null,"2015-02-07 19:50:13.101"
"984186bc-d8c9-1004-8a97-438cca05a146","H1473","2",null,"2015-02-07 19:50:13.101"
"9842711c-d8c9-1004-8a97-438cca05a146","H1472W","1",null,"2015-02-07 19:50:13.707"
"9842711c-d8c9-1004-8a97-438cca05a146","H1472W","2",null,"2015-02-07 19:50:13.707"
"984334d0-d8c9-1004-8a97-438cca05a146","H1450Y","1",null,"2015-02-07 19:50:14.156"
"984334d0-d8c9-1004-8a97-438cca05a146","H1450Y","2",null,"2015-02-07 19:50:14.156"
"9843f820-d8c9-1004-8a97-438cca05a146","H1450RP","1",null,"2015-02-07 19:50:14.638"
"9843f820-d8c9-1004-8a97-438cca05a146","H1450RP","2",null,"2015-02-07 19:50:14.638"
"9844bbd4-d8c9-1004-8a97-438cca05a146","H1404","1",null,"2015-02-07 19:50:15.247"
"9844bbd4-d8c9-1004-8a97-438cca05a146","H1404","2",null,"2015-02-07 19:50:15.247"
"9845a634-d8c9-1004-8a97-438cca05a146","H1403","1",null,"2015-02-07 19:50:15.763"
"9845a634-d8c9-1004-8a97-438cca05a146","H1403","2",null,"2015-02-07 19:50:15.763"
"98469094-d8c9-1004-8a97-438cca05a146","H1402","1",null,"2015-02-07 19:50:16.344"
"98469094-d8c9-1004-8a97-438cca05a146","H1402","2",null,"2015-02-07 19:50:16.344"
"98472cd4-d8c9-1004-8a97-438cca05a146","H1401","1",null,"2015-02-07 19:50:16.794"
"98472cd4-d8c9-1004-8a97-438cca05a146","H1401","2",null,"2015-02-07 19:50:16.794"
"9847f024-d8c9-1004-8a97-438cca05a146","H1400","1",null,"2015-02-07 19:50:17.269"
"9847f024-d8c9-1004-8a97-438cca05a146","H1400","2",null,"2015-02-07 19:50:17.269"
"9848b374-d8c9-1004-8a97-438cca05a146","H1399","1",null,"2015-02-07 19:50:17.755"
"9848b374-d8c9-1004-8a97-438cca05a146","H1399","2",null,"2015-02-07 19:50:17.755"
"984976c4-d8c9-1004-8a97-438cca05a146","H1397","1",null,"2015-02-07 19:50:18.335"
"984976c4-d8c9-1004-8a97-438cca05a146","H1397","2",null,"2015-02-07 19:50:18.335"
"984a6124-d8c9-1004-8a97-438cca05a146","H1338W","1",null,"2015-02-07 19:50:18.861"
"984a6124-d8c9-1004-8a97-438cca05a146","H1338W","2",null,"2015-02-07 19:50:18.861"
"984b2474-d8c9-1004-8a97-438cca05a146","H1332P","1",null,"2015-02-07 19:50:19.362"
"984b2474-d8c9-1004-8a97-438cca05a146","H1332P","2",null,"2015-02-07 19:50:19.362"
"984c35e4-d8c9-1004-8a97-438cca05a146","H1331B","1",null,"2015-02-07 19:50:20.088"
"984c35e4-d8c9-1004-8a97-438cca05a146","H1331B","2",null,"2015-02-07 19:50:20.088"
"984cf934-d8c9-1004-8a97-438cca05a146","H1329Y","1",null,"2015-02-07 19:50:20.541"
"984cf934-d8c9-1004-8a97-438cca05a146","H1329Y","2",null,"2015-02-07 19:50:20.541"
"984d9574-d8c9-1004-8a97-438cca05a146","H1303","1",null,"2015-02-07 19:50:21.016"
"984d9574-d8c9-1004-8a97-438cca05a146","H1303","2",null,"2015-02-07 19:50:21.016"
"984e58c4-d8c9-1004-8a97-438cca05a146","H400","1",null,"2015-02-07 19:50:21.49"
"984e58c4-d8c9-1004-8a97-438cca05a146","H400","2",null,"2015-02-07 19:50:21.49"
"984f6a98-d8c9-1004-8a97-438cca05a146","H394","1",null,"2015-02-07 19:50:22.187"
"984f6a98-d8c9-1004-8a97-438cca05a146","H394","2",null,"2015-02-07 19:50:22.187"
"98507c08-d8c9-1004-8a97-438cca05a146","H1102RP","1",null,"2015-02-07 19:50:22.832"
"98507c08-d8c9-1004-8a97-438cca05a146","H1102RP","2",null,"2015-02-07 19:50:22.832"
"98518d78-d8c9-1004-8a97-438cca05a146","H1101","1",null,"2015-02-07 19:50:23.513"
"98518d78-d8c9-1004-8a97-438cca05a146","H1101","2",null,"2015-02-07 19:50:23.513"
"985229b8-d8c9-1004-8a97-438cca05a146","H1100","1",null,"2015-02-07 19:50:24.011"
"985229b8-d8c9-1004-8a97-438cca05a146","H1100","2",null,"2015-02-07 19:50:24.011"
"98531418-d8c9-1004-8a97-438cca05a146","H1052","1",null,"2015-02-07 19:50:24.53"
"98531418-d8c9-1004-8a97-438cca05a146","H1052","2",null,"2015-02-07 19:50:24.53"
"9853fe78-d8c9-1004-8a97-438cca05a146","H1053","1",null,"2015-02-07 19:50:25.174"
"9853fe78-d8c9-1004-8a97-438cca05a146","H1053","2",null,"2015-02-07 19:50:25.174"
"9854e8d8-d8c9-1004-8a97-438cca05a146","H1050S","1",null,"2015-02-07 19:50:25.719"
"9854e8d8-d8c9-1004-8a97-438cca05a146","H1050S","2",null,"2015-02-07 19:50:25.719"
"9855857c-d8c9-1004-8a97-438cca05a146","H1049","1",null,"2015-02-07 19:50:26.185"
"9855857c-d8c9-1004-8a97-438cca05a146","H1049","2",null,"2015-02-07 19:50:26.185"
"98566fdc-d8c9-1004-8a97-438cca05a146","H1048","1",null,"2015-02-07 19:50:26.809"
"98566fdc-d8c9-1004-8a97-438cca05a146","H1048","2",null,"2015-02-07 19:50:26.809"
"98575a3c-d8c9-1004-8a97-438cca05a146","H1008","1",null,"2015-02-07 19:50:27.364"
"98575a3c-d8c9-1004-8a97-438cca05a146","H1008","2",null,"2015-02-07 19:50:27.364"
"9858449c-d8c9-1004-8a97-438cca05a146","H1007","1",null,"2015-02-07 19:50:27.947"
"9858449c-d8c9-1004-8a97-438cca05a146","H1007","2",null,"2015-02-07 19:50:27.947"
"985907ec-d8c9-1004-8a97-438cca05a146","H1006","1",null,"2015-02-07 19:50:28.452"
"985907ec-d8c9-1004-8a97-438cca05a146","H1006","2",null,"2015-02-07 19:50:28.452"
"9859f24c-d8c9-1004-8a97-438cca05a146","H1005","1",null,"2015-02-07 19:50:29.074"
"9859f24c-d8c9-1004-8a97-438cca05a146","H1005","2",null,"2015-02-07 19:50:29.074"
"985ab59c-d8c9-1004-8a97-438cca05a146","H999","1",null,"2015-02-07 19:50:29.584"
"985ab59c-d8c9-1004-8a97-438cca05a146","H999","2",null,"2015-02-07 19:50:29.584"
"985b9ffc-d8c9-1004-8a97-438cca05a146","H1227","1",null,"2015-02-07 19:50:30.224"
"985b9ffc-d8c9-1004-8a97-438cca05a146","H1227","2",null,"2015-02-07 19:50:30.224"
"985c8a5c-d8c9-1004-8a97-438cca05a146","H1226","1",null,"2015-02-07 19:50:30.742"
"985c8a5c-d8c9-1004-8a97-438cca05a146","H1226","2",null,"2015-02-07 19:50:30.742"
"985d9bcc-d8c9-1004-8a97-438cca05a146","H1225","1",null,"2015-02-07 19:50:31.418"
"985d9bcc-d8c9-1004-8a97-438cca05a146","H1225","2",null,"2015-02-07 19:50:31.418"
"985ead3c-d8c9-1004-8a97-438cca05a146","H1224","1",null,"2015-02-07 19:50:32.134"
"985ead3c-d8c9-1004-8a97-438cca05a146","H1224","2",null,"2015-02-07 19:50:32.134"
"985f708c-d8c9-1004-8a97-438cca05a146","H1222R","1",null,"2015-02-07 19:50:32.706"
"985f708c-d8c9-1004-8a97-438cca05a146","H1222R","2",null,"2015-02-07 19:50:32.706"
"986081fc-d8c9-1004-8a97-438cca05a146","H1222B","1",null,"2015-02-07 19:50:33.36"
"986081fc-d8c9-1004-8a97-438cca05a146","H1222B","2",null,"2015-02-07 19:50:33.36"
"98616cc0-d8c9-1004-8a97-438cca05a146","H1221","1",null,"2015-02-07 19:50:34.006"
"98616cc0-d8c9-1004-8a97-438cca05a146","H1221","2",null,"2015-02-07 19:50:34.006"
"98625720-d8c9-1004-8a97-438cca05a146","H1220","1",null,"2015-02-07 19:50:34.533"
"98625720-d8c9-1004-8a97-438cca05a146","H1220","2",null,"2015-02-07 19:50:34.534"
"98631a70-d8c9-1004-8a97-438cca05a146","H1172Y","1",null,"2015-02-07 19:50:35.034"
"98631a70-d8c9-1004-8a97-438cca05a146","H1172Y","2",null,"2015-02-07 19:50:35.034"
"98642be0-d8c9-1004-8a97-438cca05a146","H977","1",null,"2015-02-07 19:50:35.773"
"98642be0-d8c9-1004-8a97-438cca05a146","H977","2",null,"2015-02-07 19:50:35.773"
"98651640-d8c9-1004-8a97-438cca05a146","H915","1",null,"2015-02-07 19:50:36.346"
"98651640-d8c9-1004-8a97-438cca05a146","H915","2",null,"2015-02-07 19:50:36.346"
"9865d9f4-d8c9-1004-8a97-438cca05a146","H840","1",null,"2015-02-07 19:50:36.884"
"9865d9f4-d8c9-1004-8a97-438cca05a146","H840","2",null,"2015-02-07 19:50:36.884"
"98669d44-d8c9-1004-8a97-438cca05a146","H835S","1",null,"2015-02-07 19:50:37.355"
"98669d44-d8c9-1004-8a97-438cca05a146","H835S","2",null,"2015-02-07 19:50:37.355"
"98676094-d8c9-1004-8a97-438cca05a146","H837","1",null,"2015-02-07 19:50:37.849"
"98676094-d8c9-1004-8a97-438cca05a146","H837","2",null,"2015-02-07 19:50:37.849"
"986823e4-d8c9-1004-8a97-438cca05a146","H838BL","1",null,"2015-02-07 19:50:38.366"
"986823e4-d8c9-1004-8a97-438cca05a146","H838BL","2",null,"2015-02-07 19:50:38.366"
"98690e44-d8c9-1004-8a97-438cca05a146","H839B","1",null,"2015-02-07 19:50:38.983"
"98690e44-d8c9-1004-8a97-438cca05a146","H839B","2",null,"2015-02-07 19:50:38.983"
"9869f8a4-d8c9-1004-8a97-438cca05a146","H805","1",null,"2015-02-07 19:50:39.576"
"9869f8a4-d8c9-1004-8a97-438cca05a146","H805","2",null,"2015-02-07 19:50:39.576"
"986ae304-d8c9-1004-8a97-438cca05a146","H782Y","1",null,"2015-02-07 19:50:40.21"
"986ae304-d8c9-1004-8a97-438cca05a146","H782Y","2",null,"2015-02-07 19:50:40.21"
"986ba654-d8c9-1004-8a97-438cca05a146","H764W","1",null,"2015-02-07 19:50:40.667"
"986ba654-d8c9-1004-8a97-438cca05a146","H764W","2",null,"2015-02-07 19:50:40.667"
"986c4294-d8c9-1004-8a97-438cca05a146","H760W","1",null,"2015-02-07 19:50:41.112"
"986c4294-d8c9-1004-8a97-438cca05a146","H760W","2",null,"2015-02-07 19:50:41.112"
"986d05e4-d8c9-1004-8a97-438cca05a146","H752W","1",null,"2015-02-07 19:50:41.56"
"986d05e4-d8c9-1004-8a97-438cca05a146","H752W","2",null,"2015-02-07 19:50:41.56"
"986da288-d8c9-1004-8a97-438cca05a146","H761BL","1",null,"2015-02-07 19:50:42.018"
"986da288-d8c9-1004-8a97-438cca05a146","H761BL","2",null,"2015-02-07 19:50:42.018"
"986e65d8-d8c9-1004-8a97-438cca05a146","H759R","1",null,"2015-02-07 19:50:42.481"
"986e65d8-d8c9-1004-8a97-438cca05a146","H759R","2",null,"2015-02-07 19:50:42.481"
"986f2928-d8c9-1004-8a97-438cca05a146","H758Y","1",null,"2015-02-07 19:50:42.998"
"986f2928-d8c9-1004-8a97-438cca05a146","H758Y","2",null,"2015-02-07 19:50:42.999"
"98703a98-d8c9-1004-8a97-438cca05a146","H757GR","1",null,"2015-02-07 19:50:43.628"
"98703a98-d8c9-1004-8a97-438cca05a146","H757GR","2",null,"2015-02-07 19:50:43.628"
"9870fde8-d8c9-1004-8a97-438cca05a146","H756W","1",null,"2015-02-07 19:50:44.158"
"9870fde8-d8c9-1004-8a97-438cca05a146","H756W","2",null,"2015-02-07 19:50:44.158"
"9871c138-d8c9-1004-8a97-438cca05a146","H753GR","1",null,"2015-02-07 19:50:44.707"
"9871c138-d8c9-1004-8a97-438cca05a146","H753GR","2",null,"2015-02-07 19:50:44.707"
"98728488-d8c9-1004-8a97-438cca05a146","H744W","1",null,"2015-02-07 19:50:45.175"
"98728488-d8c9-1004-8a97-438cca05a146","H744W","2",null,"2015-02-07 19:50:45.175"
"987347d8-d8c9-1004-8a97-438cca05a146","H743","1",null,"2015-02-07 19:50:45.642"
"987347d8-d8c9-1004-8a97-438cca05a146","H743","2",null,"2015-02-07 19:50:45.642"
"98743238-d8c9-1004-8a97-438cca05a146","H742","1",null,"2015-02-07 19:50:46.308"
"98743238-d8c9-1004-8a97-438cca05a146","H742","2",null,"2015-02-07 19:50:46.308"
"98765518-d8c9-1004-8a97-438cca05a146","H721","1",null,"2015-02-07 19:50:47.709"
"98765518-d8c9-1004-8a97-438cca05a146","H721","2",null,"2015-02-07 19:50:47.709"
"98771868-d8c9-1004-8a97-438cca05a146","H606","1",null,"2015-02-07 19:50:48.194"
"98771868-d8c9-1004-8a97-438cca05a146","H606","2",null,"2015-02-07 19:50:48.194"
"9877dbb8-d8c9-1004-8a97-438cca05a146","H605","1",null,"2015-02-07 19:50:48.643"
"9877dbb8-d8c9-1004-8a97-438cca05a146","H605","2",null,"2015-02-07 19:50:48.643"
"987877f8-d8c9-1004-8a97-438cca05a146","H604","1",null,"2015-02-07 19:50:49.101"
"987877f8-d8c9-1004-8a97-438cca05a146","H604","2",null,"2015-02-07 19:50:49.101"
"98793b48-d8c9-1004-8a97-438cca05a146","H603","1",null,"2015-02-07 19:50:49.556"
"98793b48-d8c9-1004-8a97-438cca05a146","H603","2",null,"2015-02-07 19:50:49.556"
"987a07f8-d8c9-1004-8a97-438cca05a146","H602","1",null,"2015-02-07 19:50:50.098"
"987a07f8-d8c9-1004-8a97-438cca05a146","H602","2",null,"2015-02-07 19:50:50.098"
"987aa758-d8c9-1004-8a97-438cca05a146","H599","1",null,"2015-02-07 19:50:50.544"
"987aa758-d8c9-1004-8a97-438cca05a146","H599","2",null,"2015-02-07 19:50:50.544"
"987b6f58-d8c9-1004-8a97-438cca05a146","H598","1",null,"2015-02-07 19:50:51.053"
"987b6f58-d8c9-1004-8a97-438cca05a146","H598","2",null,"2015-02-07 19:50:51.053"
"987c3690-d8c9-1004-8a97-438cca05a146","H597","1",null,"2015-02-07 19:50:51.564"
"987c3690-d8c9-1004-8a97-438cca05a146","H597","2",null,"2015-02-07 19:50:51.564"
"987d2410-d8c9-1004-8a97-438cca05a146","H490","1",null,"2015-02-07 19:50:52.107"
"987d2410-d8c9-1004-8a97-438cca05a146","H490","2",null,"2015-02-07 19:50:52.107"
"987de760-d8c9-1004-8a97-438cca05a146","H446W","1",null,"2015-02-07 19:50:52.58"
"987de760-d8c9-1004-8a97-438cca05a146","H446W","2",null,"2015-02-07 19:50:52.58"
"987e82d8-d8c9-1004-8a97-438cca05a146","H397","1",null,"2015-02-07 19:50:53.051"
"987e82d8-d8c9-1004-8a97-438cca05a146","H397","2",null,"2015-02-07 19:50:53.051"
"987f6888-d8c9-1004-8a97-438cca05a146","H395","1",null,"2015-02-07 19:50:53.625"
"987f6888-d8c9-1004-8a97-438cca05a146","H395","2",null,"2015-02-07 19:50:53.625"
"988027f0-d8c9-1004-8a97-438cca05a146","H393","1",null,"2015-02-07 19:50:54.079"
"988027f0-d8c9-1004-8a97-438cca05a146","H393","2",null,"2015-02-07 19:50:54.079"
"9880e758-d8c9-1004-8a97-438cca05a146","H390","1",null,"2015-02-07 19:50:54.624"
"9880e758-d8c9-1004-8a97-438cca05a146","H390","2",null,"2015-02-07 19:50:54.625"
"9881d730-d8c9-1004-8a97-438cca05a146","H374","1",null,"2015-02-07 19:50:55.187"
"9881d730-d8c9-1004-8a97-438cca05a146","H374","2",null,"2015-02-07 19:50:55.187"
"98827370-d8c9-1004-8a97-438cca05a146","H371","1",null,"2015-02-07 19:50:55.644"
"98827370-d8c9-1004-8a97-438cca05a146","H371","2",null,"2015-02-07 19:50:55.644"
"988336c0-d8c9-1004-8a97-438cca05a146","H369","1",null,"2015-02-07 19:50:56.12"
"988336c0-d8c9-1004-8a97-438cca05a146","H369","2",null,"2015-02-07 19:50:56.12"
"9883fa10-d8c9-1004-8a97-438cca05a146","H296","1",null,"2015-02-07 19:50:56.648"
"9883fa10-d8c9-1004-8a97-438cca05a146","H296","2",null,"2015-02-07 19:50:56.648"
"9884bdc4-d8c9-1004-8a97-438cca05a146","H305","1",null,"2015-02-07 19:50:57.112"
"9884bdc4-d8c9-1004-8a97-438cca05a146","H305","2",null,"2015-02-07 19:50:57.112"
"98858114-d8c9-1004-8a97-438cca05a146","H304","1",null,"2015-02-07 19:50:57.589"
"98858114-d8c9-1004-8a97-438cca05a146","H304","2",null,"2015-02-07 19:50:57.589"
"98861d54-d8c9-1004-8a97-438cca05a146","H303","1",null,"2015-02-07 19:50:58.044"
"98861d54-d8c9-1004-8a97-438cca05a146","H303","2",null,"2015-02-07 19:50:58.044"
"9886e0a4-d8c9-1004-8a97-438cca05a146","H299","1",null,"2015-02-07 19:50:58.554"
"9886e0a4-d8c9-1004-8a97-438cca05a146","H299","2",null,"2015-02-07 19:50:58.554"
"9887a3f4-d8c9-1004-8a97-438cca05a146","H297","1",null,"2015-02-07 19:50:59.003"
"9887a3f4-d8c9-1004-8a97-438cca05a146","H297","2",null,"2015-02-07 19:50:59.003"
"98884034-d8c9-1004-8a97-438cca05a146","H295","1",null,"2015-02-07 19:50:59.445"
"98884034-d8c9-1004-8a97-438cca05a146","H295","2",null,"2015-02-07 19:50:59.445"
"98890384-d8c9-1004-8a97-438cca05a146","H293","1",null,"2015-02-07 19:50:59.903"
"98890384-d8c9-1004-8a97-438cca05a146","H293","2",null,"2015-02-07 19:50:59.903"
"9889c6d4-d8c9-1004-8a97-438cca05a146","H292","1",null,"2015-02-07 19:51:00.401"
"9889c6d4-d8c9-1004-8a97-438cca05a146","H292","2",null,"2015-02-07 19:51:00.401"
"988a6314-d8c9-1004-8a97-438cca05a146","H290","1",null,"2015-02-07 19:51:00.834"
"988a6314-d8c9-1004-8a97-438cca05a146","H290","2",null,"2015-02-07 19:51:00.834"
"988b2664-d8c9-1004-8a97-438cca05a146","H289","1",null,"2015-02-07 19:51:01.316"
"988b2664-d8c9-1004-8a97-438cca05a146","H289","2",null,"2015-02-07 19:51:01.316"
"988bc2a4-d8c9-1004-8a97-438cca05a146","H285","1",null,"2015-02-07 19:51:01.762"
"988bc2a4-d8c9-1004-8a97-438cca05a146","H285","2",null,"2015-02-07 19:51:01.762"
"988cadcc-d8c9-1004-8a97-438cca05a146","H281","1",null,"2015-02-07 19:51:02.34"
"988cadcc-d8c9-1004-8a97-438cca05a146","H281","2",null,"2015-02-07 19:51:02.34"
"988d711c-d8c9-1004-8a97-438cca05a146","H278W","1",null,"2015-02-07 19:51:02.784"
"988d711c-d8c9-1004-8a97-438cca05a146","H278W","2",null,"2015-02-07 19:51:02.784"
"988e346c-d8c9-1004-8a97-438cca05a146","H278RP","1",null,"2015-02-07 19:51:03.276"
"988e346c-d8c9-1004-8a97-438cca05a146","H278RP","2",null,"2015-02-07 19:51:03.276"
"988ed0ac-d8c9-1004-8a97-438cca05a146","H278BL","1",null,"2015-02-07 19:51:03.738"
"988ed0ac-d8c9-1004-8a97-438cca05a146","H278BL","2",null,"2015-02-07 19:51:03.738"
"988f93fc-d8c9-1004-8a97-438cca05a146","H225","1",null,"2015-02-07 19:51:04.2"
"988f93fc-d8c9-1004-8a97-438cca05a146","H225","2",null,"2015-02-07 19:51:04.2"
"9890303c-d8c9-1004-8a97-438cca05a146","H223","1",null,"2015-02-07 19:51:04.633"
"9890303c-d8c9-1004-8a97-438cca05a146","H223","2",null,"2015-02-07 19:51:04.633"
"9890f3f0-d8c9-1004-8a97-438cca05a146","H221","1",null,"2015-02-07 19:51:05.094"
"9890f3f0-d8c9-1004-8a97-438cca05a146","H221","2",null,"2015-02-07 19:51:05.094"
"98919030-d8c9-1004-8a97-438cca05a146","H152","1",null,"2015-02-07 19:51:05.567"
"98919030-d8c9-1004-8a97-438cca05a146","H152","2",null,"2015-02-07 19:51:05.567"
"98927a90-d8c9-1004-8a97-438cca05a146","H150","1",null,"2015-02-07 19:51:06.062"
"98927a90-d8c9-1004-8a97-438cca05a146","H150","2",null,"2015-02-07 19:51:06.062"
"989316d0-d8c9-1004-8a97-438cca05a146","H119","1",null,"2015-02-07 19:51:06.527"
"989316d0-d8c9-1004-8a97-438cca05a146","H119","2",null,"2015-02-07 19:51:06.527"
"9893da20-d8c9-1004-8a97-438cca05a146","PS368-A682","1",null,"2015-02-07 19:51:07.027"
"9893da20-d8c9-1004-8a97-438cca05a146","PS368-A682","2",null,"2015-02-07 19:51:07.027"
"98949d70-d8c9-1004-8a97-438cca05a146","PS368-A743","1",null,"2015-02-07 19:51:07.509"
"98949d70-d8c9-1004-8a97-438cca05a146","PS368-A743","2",null,"2015-02-07 19:51:07.509"
"989587d0-d8c9-1004-8a97-438cca05a146","PS368-A747","1",null,"2015-02-07 19:51:08.084"
"989587d0-d8c9-1004-8a97-438cca05a146","PS368-A747","2",null,"2015-02-07 19:51:08.084"
"98964b20-d8c9-1004-8a97-438cca05a146","PS368-A771","1",null,"2015-02-07 19:51:08.601"
"98964b20-d8c9-1004-8a97-438cca05a146","PS368-A771","2",null,"2015-02-07 19:51:08.601"
"98975c90-d8c9-1004-8a97-438cca05a146","PS368-B070","1",null,"2015-02-07 19:51:09.275"
"98975c90-d8c9-1004-8a97-438cca05a146","PS368-B070","2",null,"2015-02-07 19:51:09.275"
"98989510-d8c9-1004-8a97-438cca05a146","PS588G-B1548","1",null,"2015-02-07 19:51:10.131"
"98989510-d8c9-1004-8a97-438cca05a146","PS588G-B1548","2",null,"2015-02-07 19:51:10.131"
"9899cd90-d8c9-1004-8a97-438cca05a146","PS368-B048","1",null,"2015-02-07 19:51:10.923"
"9899cd90-d8c9-1004-8a97-438cca05a146","PS368-B048","2",null,"2015-02-07 19:51:10.923"
"989a90e0-d8c9-1004-8a97-438cca05a146","PS002","1",null,"2015-02-07 19:51:11.455"
"989a90e0-d8c9-1004-8a97-438cca05a146","PS002","2",null,"2015-02-07 19:51:11.455"
"989b5430-d8c9-1004-8a97-438cca05a146","PS041B","1",null,"2015-02-07 19:51:11.93"
"989b5430-d8c9-1004-8a97-438cca05a146","PS041B","2",null,"2015-02-07 19:51:11.931"
"989c1780-d8c9-1004-8a97-438cca05a146","PS369i","1",null,"2015-02-07 19:51:12.413"
"989c1780-d8c9-1004-8a97-438cca05a146","PS369i","2",null,"2015-02-07 19:51:12.413"
"989cdb34-d8c9-1004-8a97-438cca05a146","PS481F","1",null,"2015-02-07 19:51:12.892"
"989cdb34-d8c9-1004-8a97-438cca05a146","PS481F","2",null,"2015-02-07 19:51:12.892"
"989d9e84-d8c9-1004-8a97-438cca05a146","PS369","1",null,"2015-02-07 19:51:13.379"
"989d9e84-d8c9-1004-8a97-438cca05a146","PS369","2",null,"2015-02-07 19:51:13.379"
"989e61d4-d8c9-1004-8a97-438cca05a146","PS368","1",null,"2015-02-07 19:51:13.921"
"989e61d4-d8c9-1004-8a97-438cca05a146","PS368","2",null,"2015-02-07 19:51:13.921"
"989f2524-d8c9-1004-8a97-438cca05a146","PT137B","1",null,"2015-02-07 19:51:14.399"
"989f2524-d8c9-1004-8a97-438cca05a146","PT137B","2",null,"2015-02-07 19:51:14.399"
"989fc164-d8c9-1004-8a97-438cca05a146","P011-A1000","1",null,"2015-02-07 19:51:14.855"
"989fc164-d8c9-1004-8a97-438cca05a146","P011-A1000","2",null,"2015-02-07 19:51:14.855"
"98a0d2d4-d8c9-1004-8a97-438cca05a146","P288-C0013","1",null,"2015-02-07 19:51:15.561"
"98a0d2d4-d8c9-1004-8a97-438cca05a146","P288-C0013","2",null,"2015-02-07 19:51:15.561"
"98a1e444-d8c9-1004-8a97-438cca05a146","P516-B2328","1",null,"2015-02-07 19:51:16.236"
"98a1e444-d8c9-1004-8a97-438cca05a146","P516-B2328","2",null,"2015-02-07 19:51:16.236"
"98a2f618-d8c9-1004-8a97-438cca05a146","P301Y","1",null,"2015-02-07 19:51:16.878"
