clistingid,iwebsiteid,csku,istatus,dnewformdate,dnewtodate,bspecial,cvideoaddress,iqty,fprice,fweight,bmultiattribute,cparentsku,bclearstocks,bfeatured,bnew,bhot,bvisible,bpulish,ccreateuser,dcreatedate
981210bc-d8c9-1004-8a97-438cca05a146,1,H1108,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.926,580,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9812d40c-d8c9-1004-8a97-438cca05a146,1,H1109,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.897,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9813e5e0-d8c9-1004-8a97-438cca05a146,1,H1107,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.12,500,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9814d040-d8c9-1004-8a97-438cca05a146,1,H982,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,22.113,240,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9815baa0-d8c9-1004-8a97-438cca05a146,1,H981,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,53.109,1628,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98167df0-d8c9-1004-8a97-438cca05a146,1,H980,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.07,420,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98174140-d8c9-1004-8a97-438cca05a146,1,H979,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.5938,190,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9817dd80-d8c9-1004-8a97-438cca05a146,1,H978,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.461,220,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9818a0d0-d8c9-1004-8a97-438cca05a146,1,H939,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,51.7104,486,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98196420-d8c9-1004-8a97-438cca05a146,1,H909,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.708,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981a0060-d8c9-1004-8a97-438cca05a146,1,H836,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.12,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981ac3b0-d8c9-1004-8a97-438cca05a146,1,H795BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.976,190,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981c2340-d8c9-1004-8a97-438cca05a146,1,H776W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.375,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981d34b0-d8c9-1004-8a97-438cca05a146,1,H755BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.1125,250,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981df800-d8c9-1004-8a97-438cca05a146,1,H754BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.0285,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
981ee260-d8c9-1004-8a97-438cca05a146,1,H687,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.9229,450,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98209074-d8c9-1004-8a97-438cca05a146,1,H600,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.0565,450,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98217ad4-d8c9-1004-8a97-438cca05a146,1,H558Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.851,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9822b354-d8c9-1004-8a97-438cca05a146,1,H557RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.736,90,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98234f94-d8c9-1004-8a97-438cca05a146,1,H539,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.33,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982412e4-d8c9-1004-8a97-438cca05a146,1,H501,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.2245,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9824fd44-d8c9-1004-8a97-438cca05a146,1,H495,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.429,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982635c4-d8c9-1004-8a97-438cca05a146,1,H494,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.032,75,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9826f914-d8c9-1004-8a97-438cca05a146,1,H491,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.9979,550,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9827bc64-d8c9-1004-8a97-438cca05a146,1,H401,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.043,365,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98287fb4-d8c9-1004-8a97-438cca05a146,1,H398,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,10.746,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98294304-d8c9-1004-8a97-438cca05a146,1,H373,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.555,116,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982a0654-d8c9-1004-8a97-438cca05a146,1,H370,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,29.412,590,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982b1828-d8c9-1004-8a97-438cca05a146,1,H342W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,24.156,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982c0288-d8c9-1004-8a97-438cca05a146,1,H342RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,24.156,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982c9ec8-d8c9-1004-8a97-438cca05a146,1,H342B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,24.156,140,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982d6218-d8c9-1004-8a97-438cca05a146,1,H286,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.984,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982e9a98-d8c9-1004-8a97-438cca05a146,1,H280,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.98,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
982f84f8-d8c9-1004-8a97-438cca05a146,1,H279,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.608,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983132a8-d8c9-1004-8a97-438cca05a146,1,H137,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.01,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98321d08-d8c9-1004-8a97-438cca05a146,1,THMR18,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.6957,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
983418d8-d8c9-1004-8a97-438cca05a146,1,THMR17,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.4929,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98352a48-d8c9-1004-8a97-438cca05a146,1,THMR16,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.5864,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
983662c8-d8c9-1004-8a97-438cca05a146,1,THMR15,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.183,180,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9837267c-d8c9-1004-8a97-438cca05a146,1,THMR11,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.2779,80,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9837e9cc-d8c9-1004-8a97-438cca05a146,1,THMR10,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.2779,145,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9838d42c-d8c9-1004-8a97-438cca05a146,1,THMR09,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.281,145,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9839977c-d8c9-1004-8a97-438cca05a146,1,THMR07,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.468,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983a5acc-d8c9-1004-8a97-438cca05a146,1,THMR05,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.21,390,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983b1e1c-d8c9-1004-8a97-438cca05a146,1,H1322,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.68,310,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983be16c-d8c9-1004-8a97-438cca05a146,1,H1166,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.0629,120,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
983cf2dc-d8c9-1004-8a97-438cca05a146,1,H1165,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.6329,65,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
983e2b5c-d8c9-1004-8a97-438cca05a146,1,H1164,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.89,110,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983f15bc-d8c9-1004-8a97-438cca05a146,1,H1163,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.231,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
983fd90c-d8c9-1004-8a97-438cca05a146,1,H397A,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.822,240,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9840ea7c-d8c9-1004-8a97-438cca05a146,1,H290B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.732,204,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984186bc-d8c9-1004-8a97-438cca05a146,1,H1473,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.841,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9842711c-d8c9-1004-8a97-438cca05a146,1,H1472W,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.753,100,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984334d0-d8c9-1004-8a97-438cca05a146,1,H1450Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.931,210,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9843f820-d8c9-1004-8a97-438cca05a146,1,H1450RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.329,165.01,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9844bbd4-d8c9-1004-8a97-438cca05a146,1,H1404,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8479,125,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9845a634-d8c9-1004-8a97-438cca05a146,1,H1403,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8479,150,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98469094-d8c9-1004-8a97-438cca05a146,1,H1402,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8479,125,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98472cd4-d8c9-1004-8a97-438cca05a146,1,H1401,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.851,122,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9847f024-d8c9-1004-8a97-438cca05a146,1,H1400,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.5769,160,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9848b374-d8c9-1004-8a97-438cca05a146,1,H1399,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8479,125,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
984976c4-d8c9-1004-8a97-438cca05a146,1,H1397,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.555,1115.01,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984a6124-d8c9-1004-8a97-438cca05a146,1,H1338W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.496,148,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984b2474-d8c9-1004-8a97-438cca05a146,1,H1332P,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.09,120,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984c35e4-d8c9-1004-8a97-438cca05a146,1,H1331B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.2779,120,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
984cf934-d8c9-1004-8a97-438cca05a146,1,H1329Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.09,210,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984d9574-d8c9-1004-8a97-438cca05a146,1,H1303,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.178,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984e58c4-d8c9-1004-8a97-438cca05a146,1,H400,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.08,36.6,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
984f6a98-d8c9-1004-8a97-438cca05a146,1,H394,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.311,61,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98507c08-d8c9-1004-8a97-438cca05a146,1,H1102RP,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.3407,114,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98518d78-d8c9-1004-8a97-438cca05a146,1,H1101,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.472,143,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
985229b8-d8c9-1004-8a97-438cca05a146,1,H1100,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7707,150,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98531418-d8c9-1004-8a97-438cca05a146,1,H1052,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,80.1657,1220,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9853fe78-d8c9-1004-8a97-438cca05a146,1,H1053,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,92.3157,650,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9854e8d8-d8c9-1004-8a97-438cca05a146,1,H1050S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,69.8625,610,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9855857c-d8c9-1004-8a97-438cca05a146,1,H1049,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,59.1462,62,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98566fdc-d8c9-1004-8a97-438cca05a146,1,H1048,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,44.649,1600,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98575a3c-d8c9-1004-8a97-438cca05a146,1,H1008,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7829,130,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9858449c-d8c9-1004-8a97-438cca05a146,1,H1007,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7829,130,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
985907ec-d8c9-1004-8a97-438cca05a146,1,H1006,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.3529,145,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9859f24c-d8c9-1004-8a97-438cca05a146,1,H1005,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.3529,145,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
985ab59c-d8c9-1004-8a97-438cca05a146,1,H999,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,15.7829,140,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
985b9ffc-d8c9-1004-8a97-438cca05a146,1,H1227,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,35.208,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
985c8a5c-d8c9-1004-8a97-438cca05a146,1,H1226,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,35.208,52,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
985d9bcc-d8c9-1004-8a97-438cca05a146,1,H1225,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,27.99,520,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
985ead3c-d8c9-1004-8a97-438cca05a146,1,H1224,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.9857,275,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
985f708c-d8c9-1004-8a97-438cca05a146,1,H1222R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.72,122,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
986081fc-d8c9-1004-8a97-438cca05a146,1,H1222B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.748,122,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98616cc0-d8c9-1004-8a97-438cca05a146,1,H1221,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.4807,170,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98625720-d8c9-1004-8a97-438cca05a146,1,H1220,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,44.928,400,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98631a70-d8c9-1004-8a97-438cca05a146,1,H1172Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.4807,38,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98642be0-d8c9-1004-8a97-438cca05a146,1,H977,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,20.502,430,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98651640-d8c9-1004-8a97-438cca05a146,1,H915,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.636,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9865d9f4-d8c9-1004-8a97-438cca05a146,1,H840,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.89,60,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98669d44-d8c9-1004-8a97-438cca05a146,1,H835S,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,57.0929,350,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98676094-d8c9-1004-8a97-438cca05a146,1,H837,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.44,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
986823e4-d8c9-1004-8a97-438cca05a146,1,H838BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.9012,50,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98690e44-d8c9-1004-8a97-438cca05a146,1,H839B,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.83,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9869f8a4-d8c9-1004-8a97-438cca05a146,1,H805,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,2.4057,30,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
986ae304-d8c9-1004-8a97-438cca05a146,1,H782Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.131,100,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
986ba654-d8c9-1004-8a97-438cca05a146,1,H764W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.103,100,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
986c4294-d8c9-1004-8a97-438cca05a146,1,H760W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.7105,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
986d05e4-d8c9-1004-8a97-438cca05a146,1,H752W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.349,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
986da288-d8c9-1004-8a97-438cca05a146,1,H761BL,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.59,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
986e65d8-d8c9-1004-8a97-438cca05a146,1,H759R,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.6825,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
986f2928-d8c9-1004-8a97-438cca05a146,1,H758Y,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.066,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98703a98-d8c9-1004-8a97-438cca05a146,1,H757GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.687,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9870fde8-d8c9-1004-8a97-438cca05a146,1,H756W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.6825,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9871c138-d8c9-1004-8a97-438cca05a146,1,H753GR,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.822,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98728488-d8c9-1004-8a97-438cca05a146,1,H744W,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.239,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987347d8-d8c9-1004-8a97-438cca05a146,1,H743,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.724,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98743238-d8c9-1004-8a97-438cca05a146,1,H742,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.48,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98765518-d8c9-1004-8a97-438cca05a146,1,H721,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.229,80,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98771868-d8c9-1004-8a97-438cca05a146,1,H606,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,16.776,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9877dbb8-d8c9-1004-8a97-438cca05a146,1,H605,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,17.991,300,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987877f8-d8c9-1004-8a97-438cca05a146,1,H604,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,13.608,400,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
98793b48-d8c9-1004-8a97-438cca05a146,1,H603,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.1379,300,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
987a07f8-d8c9-1004-8a97-438cca05a146,1,H602,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,12.744,365.01,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987aa758-d8c9-1004-8a97-438cca05a146,1,H599,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.963,200,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
987b6f58-d8c9-1004-8a97-438cca05a146,1,H598,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,11.07,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987c3690-d8c9-1004-8a97-438cca05a146,1,H597,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.281,200,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987d2410-d8c9-1004-8a97-438cca05a146,1,H490,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,21.627,700,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
987de760-d8c9-1004-8a97-438cca05a146,1,H446W,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.833,70,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987e82d8-d8c9-1004-8a97-438cca05a146,1,H397,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,6.822,240,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
987f6888-d8c9-1004-8a97-438cca05a146,1,H395,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,5.193,150,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988027f0-d8c9-1004-8a97-438cca05a146,1,H393,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,109.3379,350,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9880e758-d8c9-1004-8a97-438cca05a146,1,H390,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,9.603,350,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9881d730-d8c9-1004-8a97-438cca05a146,1,H374,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,7.803,199,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98827370-d8c9-1004-8a97-438cca05a146,1,H371,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,14.463,496,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
988336c0-d8c9-1004-8a97-438cca05a146,1,H369,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,23.391,613,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
9883fa10-d8c9-1004-8a97-438cca05a146,1,H296,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,36.4257,500,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9884bdc4-d8c9-1004-8a97-438cca05a146,1,H305,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,3.267,40,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98858114-d8c9-1004-8a97-438cca05a146,1,H304,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,4.8357,50,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
98861d54-d8c9-1004-8a97-438cca05a146,1,H303,2,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.4929,250,f,null,t,null,f,null,t,t,null,2014-12-03 00:00:00
9886e0a4-d8c9-1004-8a97-438cca05a146,1,H299,1,2014-12-03 00:00:00,2015-12-03 00:00:00,null,null,1000,8.388,280,f,null,t,f,f,null,t,t,null,2014-12-03 00:00:00
