iid,iwebsiteid,icategoryid,iparentid,cpath,ilevel,bshow,bhasbgimage
1051,1,1051,1048,Home-and-Garden/Pet-Supplies/Pet-Toys,3,t,t
1052,1,1052,1048,Home-and-Garden/Pet-Supplies/Pet-Beds-Grooming,3,t,t
1053,1,1053,1048,Home-and-Garden/Pet-Supplies/Fish-Aquatic-pets,3,t,t
1047,1,1047,1036,Home-and-Garden/Safety-Security/Alarms-Secuity-Padlock,3,t,t
1356,1,1356,1302,Video-Audio/Chargers-Adapters,2,t,t
1066,1,1066,1064,Home-and-Garden/Kitchen-Dining-bar/Barbecue-Supplies,3,t,t
1068,1,1068,1064,Home-and-Garden/Kitchen-Dining-bar/Dinnerware,3,t,t
1069,1,1069,1064,Home-and-Garden/Kitchen-Dining-bar/Barware,3,t,t
1070,1,1070,1064,Home-and-Garden/Kitchen-Dining-bar/Others,3,f,t
1055,1,1055,1054,Home-and-Garden/Home-living/Faucets,3,t,t
1056,1,1056,1054,Home-and-Garden/Home-living/Bath,3,t,t
1057,1,1057,1054,Home-and-Garden/Home-living/Bedding,3,t,t
1062,1,1062,1054,Home-and-Garden/Home-living/Home-Textile,3,t,t
1033,1,1033,1032,Home-and-Garden/Baby-Supplies/Baby-Gear,3,t,t
903,1,903,901,Apparel-Jewelry/Baby-Girls-Clothing/Bodysuits-One-Pieces,3,f,t
1081,1,1081,1078,Home-and-Garden/Home-Electronics/Humidifier,3,t,t
1083,1,1083,1078,Home-and-Garden/Home-Electronics/Radio-Clocks,3,t,t
1358,1,1358,1357,Video-Audio/Headset/Wireless-bluetooth-headphone,3,t,t
1203,1,1203,1109,RC-Models-Hobbies/Helicopter,2,t,t
917,1,917,864,Apparel-Jewelry/Girls-Clothing,2,f,t
847,1,847,844,Health-Beauty/Health-Personal-Care/Wax-Therapy-Instruments-Accessories,3,f,t
383,1,383,382,Lighting-Flashlights-LEDs/Flashlights/LED-Flashlights,3,t,t
1034,1,1034,1032,Home-and-Garden/Baby-Supplies/Baby-Safety-Health,3,t,t
906,1,906,901,Apparel-Jewelry/Baby-Girls-Clothing/Socks-Tights,3,f,t
914,1,914,901,Apparel-Jewelry/Baby-Girls-Clothing/Swimwear,3,f,t
915,1,915,901,Apparel-Jewelry/Baby-Girls-Clothing/Sweaters,3,f,t
916,1,916,901,Apparel-Jewelry/Baby-Girls-Clothing/Tops,3,f,t
919,1,919,917,Apparel-Jewelry/Girls-Clothing/Clothing-Sets,3,f,t
930,1,930,917,Apparel-Jewelry/Girls-Clothing/Socks-Tights-Leggings,3,f,t
931,1,931,917,Apparel-Jewelry/Girls-Clothing/Sleepwear-Robes,3,f,t
904,1,904,901,Apparel-Jewelry/Baby-Girls-Clothing/Accessories,3,f,t
905,1,905,901,Apparel-Jewelry/Baby-Girls-Clothing/Dresses,3,f,t
907,1,907,901,Apparel-Jewelry/Baby-Girls-Clothing/Pants,3,f,t
414,1,414,408,Lighting-Flashlights-LEDs/Outdoor-Lighting/Underwater-Lights,3,t,t
912,1,912,901,Apparel-Jewelry/Baby-Girls-Clothing/Skirts,3,f,t
918,1,918,917,Apparel-Jewelry/Girls-Clothing/Dresses,3,f,t
1020,1,1020,1019,Home-and-Garden/Lifestyle-Gadgest,2,t,t
1112,1,1112,1110,RC-Models-Hobbies/DJI/Phantom-Series-Parts,3,t,t
48,1,48,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Phone-Protection-Accessories,3,f,t
98,1,98,63,Sports-Outdoor/Camping-Hiking,2,t,t
7,1,7,2,Tablet-PC-Cellphone/Cell-Phones/DIY-Tools,3,t,t
64,1,64,63,Sports-Outdoor/Cycling,2,t,t
15,1,15,2,Tablet-PC-Cellphone/Cell-Phones/THL,3,t,t
1113,1,1113,1110,RC-Models-Hobbies/DJI/Inspire-Parts,3,t,t
20,1,20,2,Tablet-PC-Cellphone/Cell-Phones/JIAYU,3,f,t
26,1,26,2,Tablet-PC-Cellphone/Cell-Phones/No-1,3,t,t
1348,1,1348,1340,Video-Audio/A-V-Accessories-Adapters-Cables/AV-Cables-Adapters,3,t,t
33,1,33,2,Tablet-PC-Cellphone/Cell-Phones/Drfy-Phones,3,f,t
132,1,132,63,Sports-Outdoor/Beach-Sports,2,t,t
34,1,34,2,Tablet-PC-Cellphone/Cell-Phones/Others-Cell-Phone,3,f,t
1352,1,1352,1340,Video-Audio/A-V-Accessories-Adapters-Cables/PS2-3-4-XBOX-Accessories,3,f,t
1214,1,1214,1109,RC-Models-Hobbies/Transmitter-Receiver,2,t,t
39,1,39,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Phone-Batteries,3,t,t
277,1,277,0,Cameras-Photo-Accessories,1,t,t
55,1,55,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Tablet-PC-Protection-Covers,3,t,t
47,1,47,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Originality-Accessories,3,t,t
1110,1,1110,1109,RC-Models-Hobbies/DJI,2,t,t
227,1,227,221,Computer-Networking/Computer-Accessories,2,t,t
54,1,54,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Tablet-PC,3,f,t
49,1,49,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Portable-Wireless-Speakers,3,f,t
1362,1,1362,0,Car-Accessories,1,t,t
50,1,50,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Phone-Lens,3,t,t
1114,1,1114,1110,RC-Models-Hobbies/DJI/Flame-Wheel-Parts,3,t,t
46,1,46,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Wireless-Charging-Accessories,3,t,t
468,1,468,0,Musical-Instruments,1,t,t
140,1,140,63,Sports-Outdoor/Winter-Sports,2,t,t
1272,1,1272,1266,Toys-Games/Learning-Education/Puzzles-Intelligent,3,f,t
2,1,2,1,Tablet-PC-Cellphone/Cell-Phones,2,t,t
239,1,239,227,Computer-Networking/Computer-Accessories/Other,3,t,t
51,1,51,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Smart-Equipments-Accessories,3,t,t
221,1,221,0,Computer-Networking,1,t,t
111,1,111,63,Sports-Outdoor/Hunting,2,t,t
115,1,115,63,Sports-Outdoor/Sports-Body-Building-,2,f,t
63,1,63,0,Sports-Outdoor,1,t,t
52,1,52,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Other-Tablet-Accessories,3,t,t
42,1,42,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Phone-Protection-Cases,3,t,t
59,1,59,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Tablet-PC-Vehicle-Mounted-Equipments,3,f,t
1111,1,1111,1110,RC-Models-Hobbies/DJI/DJI-Multicopter,3,t,t
1,1,1,0,Tablet-PC-Cellphone,1,t,t
60,1,60,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Originality-Accessories,3,f,t
1109,1,1109,0,RC-Models-Hobbies,1,t,t
84,1,84,63,Sports-Outdoor/Fishing,2,t,t
354,1,354,0,Lighting-Flashlights-LEDs,1,t,t
1235,1,1235,0,Toys-Games,1,t,t
61,1,61,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Capacity-Expansion,3,f,t
806,1,806,0,Health-Beauty,1,t,t
35,1,35,1,Tablet-PC-Cellphone/Accessories-for-Cell-Phones,2,t,t
159,1,159,0,Test-Equipment-Tools,1,t,t
40,1,40,35,Tablet-PC-Cellphone/Accessories-for-Cell-Phones/Phone-Data-Cables,3,t,t
1350,1,1350,1340,Video-Audio/A-V-Accessories-Adapters-Cables/Wii-Adapters,3,f,t
147,1,147,63,Sports-Outdoor/Ball-Games,2,t,t
155,1,155,63,Sports-Outdoor/Travel-Accessories,2,t,t
864,1,864,0,Apparel-Jewelry,1,t,t
62,1,62,53,Tablet-PC-Cellphone/Tablet-PC-Accessories/Other-Tablet-Accessories,3,t,t
230,1,230,227,Computer-Networking/Computer-Accessories/Speakers,3,f,t
233,1,233,227,Computer-Networking/Computer-Accessories/PCMCIA-Cards,3,f,t
1119,1,1119,1110,RC-Models-Hobbies/DJI/DJI-Flight-Controllers,3,t,t
228,1,228,227,Computer-Networking/Computer-Accessories/USB-Hubs,3,t,t
231,1,231,227,Computer-Networking/Computer-Accessories/TV-Cards-Tuners,3,t,t
232,1,232,227,Computer-Networking/Computer-Accessories/Card-Reader,3,t,t
234,1,234,227,Computer-Networking/Computer-Accessories/Sound-Cards,3,t,t
235,1,235,227,Computer-Networking/Computer-Accessories/Webcams-PC-Cameras,3,t,t
236,1,236,227,Computer-Networking/Computer-Accessories/PC-Remote-Control,3,t,t
237,1,237,227,Computer-Networking/Computer-Accessories/Chargers-Adapters,3,t,t
264,1,264,221,Computer-Networking/Networking-Communications,2,t,t
229,1,229,227,Computer-Networking/Computer-Accessories/Headsets-Microphones,3,t,t
246,1,246,240,Computer-Networking/Flash-Drives-Storage/MMC-Cards,3,t,t
238,1,238,227,Computer-Networking/Computer-Accessories/CD-ROM-Floppy-Drives,3,t,t
267,1,267,264,Computer-Networking/Networking-Communications/Networking-Telecom-Tools,3,t,t
268,1,268,264,Computer-Networking/Networking-Communications/Wireless-Networking,3,t,t
241,1,241,240,Computer-Networking/Flash-Drives-Storage/Flash-Disk,3,t,t
251,1,251,221,Computer-Networking/Cables-Connectors,2,t,t
252,1,252,251,Computer-Networking/Cables-Connectors/USB-Cables-Adapters,3,t,t
265,1,265,264,Computer-Networking/Networking-Communications/Network-Cables-Connectors,3,t,t
1145,1,1145,1109,RC-Models-Hobbies/SYMA,2,t,t
250,1,250,240,Computer-Networking/Flash-Drives-Storage/Memory-Card-Accessories,3,t,t
266,1,266,264,Computer-Networking/Networking-Communications/Modems-Hubs-Switches,3,t,t
1146,1,1146,1145,RC-Models-Hobbies/SYMA/Syma-Multicopter,3,t,t
240,1,240,221,Computer-Networking/Flash-Drives-Storage,2,t,t
1147,1,1147,1145,RC-Models-Hobbies/SYMA/Syma-Helicopter,3,t,t
253,1,253,251,Computer-Networking/Cables-Connectors/Firewire-Cables,3,t,t
243,1,243,240,Computer-Networking/Flash-Drives-Storage/SD-Cards,3,t,t
242,1,242,240,Computer-Networking/Flash-Drives-Storage/Mini-SD-Cards,3,f,t
1215,1,1215,1214,RC-Models-Hobbies/Transmitter-Receiver/RadioLink-Transmitter-Receiver,3,t,t
248,1,248,240,Computer-Networking/Flash-Drives-Storage/CF-Cards,3,f,t
249,1,249,240,Computer-Networking/Flash-Drives-Storage/Portable-Disk-Enclosures,3,t,t
1216,1,1216,1214,RC-Models-Hobbies/Transmitter-Receiver/FlySky-Transmitter-Receiver,3,t,t
255,1,255,251,Computer-Networking/Cables-Connectors/RS232-Series,3,t,t
256,1,256,251,Computer-Networking/Cables-Connectors/Other-Cables,3,f,t
257,1,257,251,Computer-Networking/Cables-Connectors/IDE-SATA,3,t,t
259,1,259,258,Computer-Networking/Laptops-Notebooks/Laptop-Chargers-Adapters,3,t,t
260,1,260,258,Computer-Networking/Laptops-Notebooks/Laptop-Batteries,3,t,t
261,1,261,258,Computer-Networking/Laptops-Notebooks/Cooling-Pad,3,t,t
263,1,263,258,Computer-Networking/Laptops-Notebooks/Mac-Accessories,3,t,t
258,1,258,221,Computer-Networking/Laptops-Notebooks,2,t,t
244,1,244,240,Computer-Networking/Flash-Drives-Storage/Micro-Cards,3,f,t
1140,1,1140,1137,RC-Models-Hobbies/HSP/1-14TH-RC-Car-Parts,3,f,t
276,1,276,221,Computer-Networking/Bluetooth-IrDA,2,f,t
1189,1,1189,1188,RC-Models-Hobbies/Multicopter/Multicopter-Propellers,3,t,t
1129,1,1129,1122,RC-Models-Hobbies/Walkera/CP-Helicopter-Parts,3,t,t
1133,1,1133,1122,RC-Models-Hobbies/Walkera/Hifa-Parts,3,t,t
1130,1,1130,1122,RC-Models-Hobbies/Walkera/V120D02S-Parts,3,t,t
1251,1,1251,1240,Toys-Games/Classic-Toys/Models-Building-Toy,3,f,t
1166,1,1166,1162,RC-Models-Hobbies/Emax/GF-Motors,3,f,t
1134,1,1134,1122,RC-Models-Hobbies/Walkera/G-2D-Parts,3,t,t
1234,1,1234,1228,RC-Models-Hobbies/RC-Tools-Tester/Other-Tester,3,f,t
1135,1,1135,1122,RC-Models-Hobbies/Walkera/Walkera-Transmitter-Receiver,3,t,t
1171,1,1171,1162,RC-Models-Hobbies/Emax/EMAX-Other-Parts,3,f,t
1136,1,1136,1122,RC-Models-Hobbies/Walkera/Walkera-Other-Parts,3,t,t
1120,1,1120,1110,RC-Models-Hobbies/DJI/DJI-Gimbals,3,t,t
1163,1,1163,1162,RC-Models-Hobbies/Emax/XA2212-Series,3,t,t
1167,1,1167,1162,RC-Models-Hobbies/Emax/BL-Motors,3,t,t
284,1,284,277,Cameras-Photo-Accessories/Flashes-Flash-Accessories,2,t,t
1164,1,1164,1162,RC-Models-Hobbies/Emax/MT-Motors,3,t,t
1141,1,1141,1137,RC-Models-Hobbies/HSP/1-16TH-RC-Car-Parts,3,f,t
1250,1,1250,1240,Toys-Games/Classic-Toys/Toy-Vehicles,3,f,t
1117,1,1117,1110,RC-Models-Hobbies/DJI/S900-Parts,3,f,t
1232,1,1232,1228,RC-Models-Hobbies/RC-Tools-Tester/Servo-Tester,3,f,t
1176,1,1176,1172,RC-Models-Hobbies/RC-Toys/Car-Toys-Parts,3,f,t
1249,1,1249,1240,Toys-Games/Classic-Toys/TV-Movie-Character-Models,3,f,t
865,1,865,864,Apparel-Jewelry/Women-s-Apparel,2,t,t
1169,1,1169,1162,RC-Models-Hobbies/Emax/EMAX-Servo,3,f,t
1168,1,1168,1162,RC-Models-Hobbies/Emax/CF-Motors,3,f,t
1173,1,1173,1172,RC-Models-Hobbies/RC-Toys/Airplane-Toys,3,t,t
1177,1,1177,1172,RC-Models-Hobbies/RC-Toys/Boat-Toys,3,t,t
1174,1,1174,1172,RC-Models-Hobbies/RC-Toys/Airplane-Toys-Parts,3,t,t
245,1,245,240,Computer-Networking/Flash-Drives-Storage/XD-Cards,3,f,t
1175,1,1175,1172,RC-Models-Hobbies/RC-Toys/Car-Toys,3,t,t
1625,1,1625,1362,Car-Accessories/Car-Wheels-Tires-Parts-,2,t,t
1121,1,1121,1110,RC-Models-Hobbies/DJI/DJI-Other-Parts,3,t,t
274,1,274,270,Computer-Networking/USB-Gadgets/USB-Home-Improvement,3,f,t
1131,1,1131,1122,RC-Models-Hobbies/Walkera/4F200LM-Parts,3,t,t
1178,1,1178,1172,RC-Models-Hobbies/RC-Toys/Boat-Toys-Parts,3,f,t
1240,1,1240,1235,Toys-Games/Classic-Toys,2,f,t
1287,1,1287,1278,Toys-Games/Outdoor-Fun-Sports/Toy-Swings,3,f,t
1191,1,1191,1188,RC-Models-Hobbies/Multicopter/Multicopter-Electronic-Parts,3,t,t
1201,1,1201,1197,RC-Models-Hobbies/Car/Yikong-Parts,3,f,t
1217,1,1217,1214,RC-Models-Hobbies/Transmitter-Receiver/Other-Transmitter-Receiver,3,f,t
884,1,884,864,Apparel-Jewelry/Sexy-Lingerie,2,t,t
1243,1,1243,1240,Toys-Games/Classic-Toys/Bath-Toy,3,f,t
1170,1,1170,1162,RC-Models-Hobbies/Emax/EMAX-ESC,3,f,t
1128,1,1128,1122,RC-Models-Hobbies/Walkera/QR-Y100-Parts,3,t,t
1288,1,1288,1278,Toys-Games/Outdoor-Fun-Sports/Toy-Tents,3,f,t
222,1,222,221,Computer-Networking/Keyboards-Mice-Input,2,t,t
1266,1,1266,1235,Toys-Games/Learning-Education,2,f,t
1229,1,1229,1228,RC-Models-Hobbies/RC-Tools-Tester/RC-Tools,3,t,t
1118,1,1118,1110,RC-Models-Hobbies/DJI/S1000-S1000-Parts,3,f,t
1138,1,1138,1137,RC-Models-Hobbies/HSP/HSP-Car,3,t,t
1224,1,1224,1220,RC-Models-Hobbies/RC-Model-Battery/Other-RC-Battery,3,t,t
1132,1,1132,1122,RC-Models-Hobbies/Walkera/V450D01-V450D03-Parts,3,t,t
1139,1,1139,1137,RC-Models-Hobbies/HSP/1-24TH-RC-Car-Parts,3,f,t
1165,1,1165,1162,RC-Models-Hobbies/Emax/GT-Motors,3,f,t
1267,1,1267,1266,Toys-Games/Learning-Education/Drawing-Toys,3,f,t
1172,1,1172,1109,RC-Models-Hobbies/RC-Toys,2,f,t
292,1,292,277,Cameras-Photo-Accessories/LED-Video-Lights-Accessories,2,t,t
1569,1,1569,1362,Car-Accessories/Car-Interior,2,t,t
1208,1,1208,1109,RC-Models-Hobbies/General-Electrinic-Parts,2,f,t
1202,1,1202,1197,RC-Models-Hobbies/Car/Other-Car-Parts,3,t,t
1268,1,1268,1266,Toys-Games/Learning-Education/Learning-Machines,3,f,t
189,1,189,159,Test-Equipment-Tools/Environal-Measurement-Instruments,2,t,t
1270,1,1270,1266,Toys-Games/Learning-Education/Magic-Magician-Supplies,3,f,t
1212,1,1212,1208,RC-Models-Hobbies/General-Electrinic-Parts/Cables-Plugs,3,t,t
1222,1,1222,1220,RC-Models-Hobbies/RC-Model-Battery/YKS-Series,3,t,t
167,1,167,165,Test-Equipment-Tools/MASTECH/Clamp-Meters,3,t,t
169,1,169,165,Test-Equipment-Tools/MASTECH/Others,3,f,t
1228,1,1228,1109,RC-Models-Hobbies/RC-Tools-Tester,2,t,t
1252,1,1252,1240,Toys-Games/Classic-Toys/Animation-Models,3,f,t
1230,1,1230,1228,RC-Models-Hobbies/RC-Tools-Tester/Other-General-Tools,3,f,t
164,1,164,160,Test-Equipment-Tools/UNI-T/Others,3,f,t
1231,1,1231,1228,RC-Models-Hobbies/RC-Tools-Tester/Voltage-Tester,3,t,t
162,1,162,160,Test-Equipment-Tools/UNI-T/Clamp-Meters,3,t,t
341,1,341,277,Cameras-Photo-Accessories/Bags-Cases-Straps,2,t,t
1253,1,1253,1240,Toys-Games/Classic-Toys/Windmill,3,f,t
1282,1,1282,1278,Toys-Games/Outdoor-Fun-Sports/Inflatable-Bouncers,3,f,t
168,1,168,165,Test-Equipment-Tools/MASTECH/Environmental-Testers,3,t,t
1280,1,1280,1278,Toys-Games/Outdoor-Fun-Sports/Fishing-Toys,3,f,t
1653,1,1653,1362,Car-Accessories/Automotive-Tools-Suppliesl,2,t,t
166,1,166,165,Test-Equipment-Tools/MASTECH/Digital-Multimeters,3,t,t
1668,1,1668,1362,Car-Accessories/Motorcycle-Parts,2,t,t
1638,1,1638,1362,Car-Accessories/Car-Electronics-GPS,2,f,t

