"iid","icategoryid","ilanguageid","cname","ctitle","cdescription","ckeywords","cmetatitle","cmetakeyword","cmetadescription","ccontent","cclearanceimages","chotimages","cbackgroundimages"
"333","333","1","High Intensity Discharge","High Intensity Discharge",null,null,null,null,null,null,null,null,null
"334","334","1","Incandescent Bulbs","Incandescent Bulbs",null,null,null,null,null,null,null,null,null
"335","335","1","Halogen Bulbs","Halogen Bulbs",null,null,null,null,null,null,null,null,null
"336","336","1","Energy Saving & Fluorescent","Energy Saving & Fluorescent",null,null,null,null,null,null,null,null,null
"337","337","1","Ultraviolet Lamps","Ultraviolet Lamps",null,null,null,null,null,null,null,null,null
"338","338","1","Neon Bulbs & Tubes","Neon Bulbs & Tubes",null,null,null,null,null,null,null,null,null
"339","339","1","LED Lamps","LED Lamps",null,null,null,null,null,null,null,null,null
"340","340","1","LED Solar Lamps","LED Solar Lamps",null,null,null,null,null,null,null,null,null
"341","341","1","LED Indoor Wall Lamps","LED Indoor Wall Lamps",null,null,null,null,null,null,null,null,null
"342","342","1","LED Table Lamps","LED Table Lamps",null,null,null,null,null,null,null,null,null
"343","343","1","LED Desk Lamps","LED Desk Lamps",null,null,null,null,null,null,null,null,null
"344","344","1","LED Underwater Lights","LED Underwater Lights",null,null,null,null,null,null,null,null,null
"345","345","1","LED Underground Lamps","LED Underground Lamps",null,null,null,null,null,null,null,null,null
"346","346","1","LED Outdoor Wall Lamps","LED Outdoor Wall Lamps",null,null,null,null,null,null,null,null,null
"347","347","1","LED Lawn Lamps","LED Lawn Lamps",null,null,null,null,null,null,null,null,null
"348","348","1","Flashlights","Flashlights",null,null,null,null,null,null,null,null,null
"349","349","1","LED Flashlights","LED Flashlights",null,null,null,null,null,null,null,null,null
"350","350","1","LED","LED",null,null,null,null,null,null,null,null,null
"351","351","1","LED Keychain flashlights","LED Keychain flashlights",null,null,null,null,null,null,null,null,null
"352","352","1","solar-powered flashlights","solar-powered flashlights",null,null,null,null,null,null,null,null,null
"353","353","1","Lasers flashlights","Lasers flashlights",null,null,null,null,null,null,null,null,null
"354","354","1","Chargers & batteries","Chargers & batteries",null,null,null,null,null,null,null,null,null
"355","355","1","&","&",null,null,null,null,null,null,null,null,null
"356","356","1","Other Flashlights","Other Flashlights",null,null,null,null,null,null,null,null,null
"357","357","1","Flashlight Accessories","Flashlight Accessories",null,null,null,null,null,null,null,null,null
"358","358","1","Indoor Lighting","Indoor Lighting",null,null,null,null,null,null,null,null,null
"359","359","1","Pendant Lights","Pendant Lights",null,null,null,null,null,null,null,null,null
"360","360","1","Ceiling Lights","Ceiling Lights",null,null,null,null,null,null,null,null,null
"361","361","1","Night Lights","Night Lights",null,null,null,null,null,null,null,null,null
"362","362","1","Chandeliers","Chandeliers",null,null,null,null,null,null,null,null,null
"363","363","1","Downlights","Downlights",null,null,null,null,null,null,null,null,null
"364","364","1","Wall Lamps","Wall Lamps",null,null,null,null,null,null,null,null,null
"365","365","1","Table Lamps","Table Lamps",null,null,null,null,null,null,null,null,null
"366","366","1","Desk Lamps","Desk Lamps",null,null,null,null,null,null,null,null,null
"367","367","1","Floor Lamps","Floor Lamps",null,null,null,null,null,null,null,null,null
"368","368","1","Book Lights","Book Lights",null,null,null,null,null,null,null,null,null
"369","369","1","Chandelier Crystal","Chandelier Crystal",null,null,null,null,null,null,null,null,null
"370","370","1","Spotlights","Spotlights",null,null,null,null,null,null,null,null,null
"371","371","1","Track Lighting","Track Lighting",null,null,null,null,null,null,null,null,null
"372","372","1","Ceiling Fans","Ceiling Fans",null,null,null,null,null,null,null,null,null
"373","373","1","Grille Lamps","Grille Lamps",null,null,null,null,null,null,null,null,null
"374","374","1","Outdoor Lighting","Outdoor Lighting",null,null,null,null,null,null,null,null,null
"375","375","1","Lighting Strings","Lighting Strings",null,null,null,null,null,null,null,null,null
"376","376","1","Solar Lamps","Solar Lamps",null,null,null,null,null,null,null,null,null
"377","377","1","Floodlights","Floodlights",null,null,null,null,null,null,null,null,null
"378","378","1","Landscape Lighting","Landscape Lighting",null,null,null,null,null,null,null,null,null
"379","379","1","Outdoor Wall Lamps","Outdoor Wall Lamps",null,null,null,null,null,null,null,null,null
"380","380","1","Underwater Lights","Underwater Lights",null,null,null,null,null,null,null,null,null
"381","381","1","Street Lights","Street Lights",null,null,null,null,null,null,null,null,null
"382","382","1","Underground Lamps","Underground Lamps",null,null,null,null,null,null,null,null,null
"383","383","1","Lawn Lamps","Lawn Lamps",null,null,null,null,null,null,null,null,null
"384","384","1","Lanterns","Lanterns",null,null,null,null,null,null,null,null,null
"385","385","1","Path Lights","Path Lights",null,null,null,null,null,null,null,null,null
"386","386","1","Holiday Lighting","Holiday Lighting",null,null,null,null,null,null,null,null,null
"387","387","1","LED Strips","LED Strips",null,null,null,null,null,null,null,null,null
"388","388","1","Stage Lighting Effect","Stage Lighting Effect",null,null,null,null,null,null,null,null,null
"389","389","1","Night Lights","Night Lights",null,null,null,null,null,null,null,null,null
"390","390","1","LED String","LED String",null,null,null,null,null,null,null,null,null
"391","391","1","LED Solar Lamps","LED Solar Lamps",null,null,null,null,null,null,null,null,null
"392","392","1","LED Table Lamps","LED Table Lamps",null,null,null,null,null,null,null,null,null
"393","393","1","Optic Fiber Lights","Optic Fiber Lights",null,null,null,null,null,null,null,null,null
"394","394","1","Laser Flashlights","Laser Flashlights",null,null,null,null,null,null,null,null,null
"395","395","1","Lanterns","Lanterns",null,null,null,null,null,null,null,null,null
"396","396","1","Business Lights","Business Lights",null,null,null,null,null,null,null,null,null
"397","397","1","Stage & DJ Lighting Effect","Stage & DJ Lighting Effect",null,null,null,null,null,null,null,null,null
"398","398","1","Advertising Lights","Advertising Lights",null,null,null,null,null,null,null,null,null
"399","399","1","Optic Fiber Lights","Optic Fiber Lights",null,null,null,null,null,null,null,null,null
"400","400","1","Laser Flashlights","Laser Flashlights",null,null,null,null,null,null,null,null,null
"401","401","1","Professional Lighting","Professional Lighting",null,null,null,null,null,null,null,null,null
"402","402","1","Professional Lighting","Professional Lighting",null,null,null,null,null,null,null,null,null
"403","403","1","Stage & DJ Lighting Effect","Stage & DJ Lighting Effect",null,null,null,null,null,null,null,null,null
"404","404","1","Industrial Lighting","Industrial Lighting",null,null,null,null,null,null,null,null,null
"405","405","1","Grow Lights","Grow Lights",null,null,null,null,null,null,null,null,null
"406","406","1","Emergency Lights","Emergency Lights",null,null,null,null,null,null,null,null,null
"407","407","1","Indicator Lights","Indicator Lights",null,null,null,null,null,null,null,null,null
"408","408","1","Photographic Lights","Photographic Lights",null,null,null,null,null,null,null,null,null
"409","409","1","UV GEL Curing Lights","UV GEL Curing Lights",null,null,null,null,null,null,null,null,null
"410","410","1","Lighting Accessories","Lighting Accessories",null,null,null,null,null,null,null,null,null
"411","411","1","Lighting Transformers","Lighting Transformers",null,null,null,null,null,null,null,null,null
"412","412","1","RGB Controlers","RGB Controlers",null,null,null,null,null,null,null,null,null
"413","413","1","Lamp Bases","Lamp Bases",null,null,null,null,null,null,null,null,null
"414","414","1","Dimmers","Dimmers",null,null,null,null,null,null,null,null,null
"415","415","1","Connectors","Connectors",null,null,null,null,null,null,null,null,null
"416","416","1","Chandelier Crystal","Chandelier Crystal",null,null,null,null,null,null,null,null,null
"417","417","1","Switches","Switches",null,null,null,null,null,null,null,null,null
"418","418","1","Lamp Holder Converters","Lamp Holder Converters",null,null,null,null,null,null,null,null,null
"419","419","1","Wires & Cables","Wires & Cables",null,null,null,null,null,null,null,null,null
"420","420","1","Light Beads","Light Beads",null,null,null,null,null,null,null,null,null
"421","421","1","Ballasts","Ballasts",null,null,null,null,null,null,null,null,null
"422","422","1","Flashlight Mount Holders","Flashlight Mount Holders",null,null,null,null,null,null,null,null,null
"423","423","1","Lights Lifters","Lights Lifters",null,null,null,null,null,null,null,null,null
"424","424","1","Starters","Starters",null,null,null,null,null,null,null,null,null
"425","425","1","Other LED & Lighting","Other LED & Lighting",null,null,null,null,null,null,null,null,null
"426","426","1","Gun & Lasers","Gun & Lasers",null,null,null,null,null,null,null,null,null
"427","427","1","Red Lasers","Red Lasers",null,null,null,null,null,null,null,null,null
"428","428","1","Green Lasers","Green Lasers",null,null,null,null,null,null,null,null,null
"429","429","1","Blue Laser","Blue Laser",null,null,null,null,null,null,null,null,null
"430","430","1","Purple Laser","Purple Laser",null,null,null,null,null,null,null,null,null
"431","431","1","Gun Mounts, Lasers & Accessories","Gun Mounts, Lasers & Accessories",null,null,null,null,null,null,null,null,null
"432","432","1","Wireless Presenters","Wireless Presenters",null,null,null,null,null,null,null,null,null
"433","433","1","LED Keychains","LED Keychains",null,null,null,null,null,null,null,null,null
"434","434","1","Health & Beauty","Health & Beauty",null,null,null,null,null,null,null,null,null
"435","435","1","Makeup Tools & Accessories","Makeup Tools & Accessories",null,null,null,null,null,null,null,null,null
"436","436","1","Face","Face",null,null,null,null,null,null,null,null,null
"437","437","1","Eyes","Eyes",null,null,null,null,null,null,null,null,null
"438","438","1","Lips","Lips",null,null,null,null,null,null,null,null,null
"439","439","1","Face Cleaning Tools","Face Cleaning Tools",null,null,null,null,null,null,null,null,null
"440","440","1","Eyebrow Shaping Tools","Eyebrow Shaping Tools",null,null,null,null,null,null,null,null,null
"441","441","1","Eyes Tools & Accessories","Eyes Tools & Accessories",null,null,null,null,null,null,null,null,null
"442","442","1","Cosmetic Bags","Cosmetic Bags",null,null,null,null,null,null,null,null,null
"443","443","1","Cosmetic Brushes","Cosmetic Brushes",null,null,null,null,null,null,null,null,null
"444","444","1","Skincare Tools & Accessories","Skincare Tools & Accessories",null,null,null,null,null,null,null,null,null
"445","445","1","Others","Others",null,null,null,null,null,null,null,null,null
"446","446","1","Wig Accessories","Wig Accessories",null,null,null,null,null,null,null,null,null
"447","447","1","Fashion Wigs","Fashion Wigs",null,null,null,null,null,null,null,null,null
"448","448","1","Cosplay Wigs","Cosplay Wigs",null,null,null,null,null,null,null,null,null
"449","449","1","Gradient Wigs","Gradient Wigs",null,null,null,null,null,null,null,null,null
"450","450","1","Clip-In Wigs","Clip-In Wigs",null,null,null,null,null,null,null,null,null
"451","451","1","Partial Wigs","Partial Wigs",null,null,null,null,null,null,null,null,null
"452","452","1","Halloween Wigs","Halloween Wigs",null,null,null,null,null,null,null,null,null
"453","453","1","Hairxtensions","Hairxtensions",null,null,null,null,null,null,null,null,null
"454","454","1","Wig Hair Bands","Wig Hair Bands",null,null,null,null,null,null,null,null,null
"455","455","1","Wig Hair Bags","Wig Hair Bags",null,null,null,null,null,null,null,null,null
"456","456","1","Caring Tools","Caring Tools",null,null,null,null,null,null,null,null,null
"457","457","1","Others","Others",null,null,null,null,null,null,null,null,null
"458","458","1","Hair Care","Hair Care",null,null,null,null,null,null,null,null,null
"459","459","1","Hair Dryers","Hair Dryers",null,null,null,null,null,null,null,null,null
"460","460","1","Curling & Straightening Irons","Curling & Straightening Irons",null,null,null,null,null,null,null,null,null
"461","461","1","Haircissors","Haircissors",null,null,null,null,null,null,null,null,null
"462","462","1","Styling Tools","Styling Tools",null,null,null,null,null,null,null,null,null
"463","463","1","Nail Care","Nail Care",null,null,null,null,null,null,null,null,null
"464","464","1","Nail Polish","Nail Polish",null,null,null,null,null,null,null,null,null
"465","465","1","Nail Polish Sets & Kits","Nail Polish Sets & Kits",null,null,null,null,null,null,null,null,null
"466","466","1","Nail Art Decorations","Nail Art Decorations",null,null,null,null,null,null,null,null,null
